sale_id,sale_date,year,month,quarter,brand,model,vehicle_type,fuel_type,transmission,condition,branch_location,units_sold,avg_selling_price_lkr,discount_percentage,revenue_lkr,is_festive_month,is_promotion_month,stock_available,booking_count,fuel_price_index,market_shock_flag
322,2020-01-05,2020,1,1,Perodua,Myvi,Hatchback,Petrol,Auto,Used,Colombo,1,4832738.59,1.31,4832738.59,0,0,31.0,14.0,141.51,0
320,2020-01-05,2020,1,1,Perodua,Myvi,Hatchback,Petrol,Auto,Used,Colombo,1,4784688.14,0.64,4784688.14,0,0,34.0,11.0,141.51,0
337,2020-01-05,2020,1,1,Others,Micro Panda,Hatchback,Petrol,Manual,Used,Colombo,1,3034044.96,0.0,3034044.96,0,0,21.0,13.0,139.77,0
247,2020-01-06,2020,1,1,Nissan,Nv200,Van,Petrol,Auto,Used,Colombo,1,6140198.38,1.27,6140198.38,0,0,21.0,4.0,142.46,0
240,2020-01-06,2020,1,1,Nissan,Dayz,Hatchback,Petrol,Auto,Used,Colombo,1,4747772.21,2.17,4747772.21,0,0,34.0,19.0,131.27,0
116,2020-01-06,2020,1,1,Honda,Grace,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,7456176.29,0.0,7456176.29,0,0,21.0,21.0,135.85,0
209,2020-01-06,2020,1,1,Suzuki,Swift,Hatchback,Hybrid,Auto,Used,Colombo,1,7590237.25,0.0,7590237.25,0,0,41.0,21.0,137.29,0
119,2020-01-06,2020,1,1,Honda,Fit,Hatchback,Hybrid,Auto,Used,Colombo,1,6861332.33,0.3,6861332.33,0,0,25.0,23.0,133.61,0
9,2020-01-06,2020,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9642672.87,0.54,9642672.87,0,0,29.0,32.0,128.39,0
144,2020-01-06,2020,1,1,Honda,Cr-V,Suv,Petrol,Auto,Used,Colombo,1,14087188.87,0.56,14087188.87,0,0,14.0,13.0,141.57,0
344,2020-01-06,2020,1,1,Others,Kia Sportage,Suv,Diesel,Auto,Used,Colombo,1,13274095.29,0.0,13274095.29,0,0,14.0,8.0,134.66,0
24,2020-01-07,2020,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9428893.72,1.25,9428893.72,0,0,31.0,31.0,128.39,0
84,2020-01-07,2020,1,1,Honda,Vezel,Crossover,Hybrid,Auto,Reconditioned,Colombo,1,13181093.8,1.58,13181093.8,0,0,21.0,21.0,130.19,0
316,2020-01-07,2020,1,1,Perodua,Myvi,Hatchback,Petrol,Auto,Used,Colombo,1,4651294.88,0.67,4651294.88,0,0,32.0,12.0,141.51,0
212,2020-01-07,2020,1,1,Suzuki,Swift,Hatchback,Hybrid,Auto,Used,Colombo,1,7577294.4,0.0,7577294.4,0,0,38.0,23.0,137.29,0
107,2020-01-07,2020,1,1,Honda,Grace,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,7124665.24,0.28,7124665.24,0,0,21.0,21.0,135.85,0
346,2020-01-07,2020,1,1,Others,Kia Sportage,Suv,Diesel,Auto,Used,Colombo,1,14240073.43,0.77,14240073.43,0,0,14.0,6.0,134.66,0
219,2020-01-07,2020,1,1,Suzuki,Every,Van,Petrol,Auto,Used,Colombo,1,8716546.41,1.07,4801597.38,0,0,21.0,7.0,128.47,0
227,2020-01-07,2020,1,1,Nissan,X-Trail,Suv,Hybrid,Auto,Used,Colombo,1,14258802.6,1.13,14258802.6,0,0,18.0,10.0,127.03,0
120,2020-01-07,2020,1,1,Honda,Fit,Hatchback,Hybrid,Auto,Used,Colombo,1,7018266.12,1.7,7018266.12,0,0,26.0,30.0,133.61,0
14,2020-01-07,2020,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9944945.53,1.01,9944945.53,0,0,32.0,30.0,128.39,0
303,2020-01-07,2020,1,1,Perodua,Axia,Hatchback,Petrol,Auto,Used,Colombo,1,3572338.0,3.22,3572338.0,0,0,23.0,18.0,132.25,0
184,2020-01-07,2020,1,1,Suzuki,Alto,Hatchback,Petrol,Manual,Used,Colombo,1,3701448.9,1.07,3701448.9,0,0,26.0,23.0,142.59,0
2,2020-01-07,2020,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9553433.54,0.84,9553433.54,0,0,32.0,28.0,128.39,0
347,2020-01-07,2020,1,1,Others,Kia Sportage,Suv,Diesel,Auto,Used,Colombo,1,13918235.06,0.0,13918235.06,0,0,14.0,7.0,134.66,0
243,2020-01-08,2020,1,1,Nissan,Dayz,Hatchback,Petrol,Auto,Used,Colombo,1,4625922.41,0.78,4625922.41,0,0,33.0,16.0,131.27,0
211,2020-01-08,2020,1,1,Suzuki,Swift,Hatchback,Hybrid,Auto,Used,Colombo,1,7186361.47,0.0,7186361.47,0,0,39.0,19.0,137.29,0
248,2020-01-08,2020,1,1,Nissan,Nv200,Van,Petrol,Auto,Used,Colombo,1,6375384.36,0.6,6375384.36,0,0,23.0,3.0,142.46,0
325,2020-01-08,2020,1,1,Mahindra,Kuv100,Crossover,Petrol,Manual,Used,Colombo,1,4344887.59,1.26,4344887.59,0,0,22.0,8.0,135.52,0
66,2020-01-08,2020,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,6270177.68,1.49,6270177.68,0,0,32.0,26.0,139.52,0
38,2020-01-08,2020,1,1,Toyota,Axio,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,8867428.07,1.75,8867428.07,0,0,39.0,32.0,128.55,0
235,2020-01-08,2020,1,1,Nissan,Dayz,Hatchback,Petrol,Auto,Used,Colombo,1,4709882.59,1.03,4709882.59,0,0,35.0,16.0,131.27,0
124,2020-01-08,2020,1,1,Honda,Fit,Hatchback,Hybrid,Auto,Used,Colombo,1,7019978.66,0.0,7019978.66,0,0,29.0,29.0,133.61,0
358,2020-01-08,2020,1,1,Others,Mazda Demio,Hatchback,Petrol,Auto,Used,Colombo,1,5350164.63,2.49,5350164.63,0,0,19.0,10.0,139.63,0
253,2020-01-08,2020,1,1,Hyundai,Santa Fe,Suv,Diesel,Auto,Used,Colombo,1,14414637.02,0.02,14414637.02,0,0,17.0,6.0,130.92,0
125,2020-01-09,2020,1,1,Honda,Fit,Hatchback,Hybrid,Auto,Used,Colombo,1,7219863.9,0.07,7219863.9,0,0,28.0,25.0,133.61,0
17,2020-01-09,2020,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9543385.25,0.52,9543385.25,0,0,31.0,28.0,128.39,0
156,2020-01-09,2020,1,1,Suzuki,Wagon R,Hatchback,Hybrid,Auto,Used,Colombo,1,6489870.33,0.33,6489870.33,0,0,36.0,23.0,127.73,0
72,2020-01-09,2020,1,1,Toyota,Hilux,Suv,Diesel,Auto,Used,Colombo,1,17060034.55,1.02,17060034.55,0,0,29.0,12.0,140.44,0
306,2020-01-09,2020,1,1,Perodua,Bezza,Sedan,Petrol,Auto,Used,Colombo,1,4203811.3,1.06,4203811.3,0,0,15.0,7.0,133.62,0
81,2020-01-09,2020,1,1,Toyota,Hilux,Suv,Diesel,Auto,Used,Colombo,1,16167861.23,0.05,16167861.23,0,0,29.0,10.0,140.44,0
45,2020-01-09,2020,1,1,Toyota,Axio,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,8878276.52,0.64,8878276.52,0,0,40.0,30.0,128.55,0
259,2020-01-09,2020,1,1,Hyundai,Grand I10,Hatchback,Petrol,Auto,Used,Colombo,1,5778677.09,1.66,5778677.09,0,0,34.0,17.0,127.37,0
78,2020-01-09,2020,1,1,Toyota,Hilux,Suv,Diesel,Auto,Used,Colombo,1,16481462.3,0.17,16481462.3,0,0,27.0,9.0,140.44,0
65,2020-01-10,2020,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,6542299.93,0.33,6542299.93,0,0,36.0,26.0,139.52,0
63,2020-01-10,2020,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,6193001.66,2.09,6193001.66,0,0,31.0,22.0,139.52,0
203,2020-01-10,2020,1,1,Suzuki,Swift,Hatchback,Hybrid,Auto,Used,Colombo,1,7557484.96,0.0,7557484.96,0,0,41.0,25.0,137.29,0
274,2020-01-10,2020,1,1,Mitsubishi,Montero,Suv,Diesel,Auto,Used,Colombo,1,23085726.49,0.0,23085726.49,0,0,15.0,3.0,133.08,0
137,2020-01-10,2020,1,1,Honda,Fit,Hatchback,Hybrid,Auto,Used,Colombo,1,6872268.23,1.39,6872268.23,0,0,25.0,25.0,133.61,0
312,2020-01-10,2020,1,1,Perodua,Myvi,Hatchback,Petrol,Auto,Used,Colombo,1,4991636.2,1.75,4991636.2,0,0,31.0,15.0,141.51,0
106,2020-01-10,2020,1,1,Honda,Grace,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,7487792.75,0.0,7487792.75,0,0,21.0,16.0,135.85,0
104,2020-01-10,2020,1,1,Honda,Grace,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,7818051.79,1.22,7818051.79,0,0,22.0,18.0,135.85,0
40,2020-01-10,2020,1,1,Toyota,Axio,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,8574568.5,1.37,8574568.5,0,0,44.0,32.0,128.55,0
19,2020-01-10,2020,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9541119.08,0.57,9541119.08,0,0,34.0,31.0,128.39,0
171,2020-01-10,2020,1,1,Suzuki,Wagon R,Hatchback,Hybrid,Auto,Used,Colombo,1,6202246.49,0.85,6202246.49,0,0,37.0,26.0,127.73,0
134,2020-01-11,2020,1,1,Honda,Fit,Hatchback,Hybrid,Auto,Used,Colombo,1,8716546.41,1.11,7160177.61,0,0,24.0,28.0,133.61,0
201,2020-01-11,2020,1,1,Suzuki,Swift,Hatchback,Hybrid,Auto,Used,Colombo,1,7266946.86,0.48,7266946.86,0,0,37.0,23.0,137.29,0
190,2020-01-11,2020,1,1,Suzuki,Alto,Hatchback,Petrol,Manual,Used,Colombo,1,3792392.09,1.41,3792392.09,0,0,26.0,22.0,142.59,0
188,2020-01-11,2020,1,1,Suzuki,Alto,Hatchback,Petrol,Manual,Used,Colombo,1,4009844.16,1.14,4009844.16,0,0,28.0,19.0,142.59,0
128,2020-01-11,2020,1,1,Honda,Fit,Hatchback,Hybrid,Auto,Used,Colombo,1,6716382.31,0.73,6716382.31,0,0,25.0,26.0,133.61,0
314,2020-01-11,2020,1,1,Perodua,Myvi,Hatchback,Petrol,Auto,Used,Colombo,1,4634244.01,1.6,4634244.01,0,0,30.0,13.0,141.51,0
11,2020-01-11,2020,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9123079.96,1.49,9123079.96,0,0,36.0,26.0,128.39,0
252,2020-01-11,2020,1,1,Hyundai,Santa Fe,Suv,Diesel,Auto,Used,Colombo,1,14915054.16,2.28,14915054.16,0,0,16.0,4.0,130.92,0
343,2020-01-11,2020,1,1,Others,Micro Panda,Hatchback,Petrol,Manual,Used,Colombo,1,3197762.81,0.28,3197762.81,0,0,20.0,13.0,139.77,0
345,2020-01-11,2020,1,1,Others,Kia Sportage,Suv,Diesel,Auto,Used,Colombo,1,13083908.15,0.02,13083908.15,0,0,11.0,8.0,134.66,0
12,2020-01-11,2020,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9559688.47,0.08,9559688.47,0,0,35.0,27.0,128.39,0
334,2020-01-11,2020,1,1,Mahindra,Jeeto,Van,Diesel,Manual,Used,Colombo,1,3683193.78,2.67,3683193.78,0,0,7.0,3.0,136.07,0
98,2020-01-11,2020,1,1,Honda,Vezel,Crossover,Hybrid,Auto,Reconditioned,Colombo,1,13186330.48,1.47,13186330.48,0,0,22.0,22.0,130.19,0
71,2020-01-11,2020,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,6612669.24,1.17,6612669.24,0,0,34.0,20.0,139.52,0
237,2020-01-11,2020,1,1,Nissan,Dayz,Hatchback,Petrol,Auto,Used,Colombo,1,4506303.4,1.4,4506303.4,0,0,36.0,17.0,131.27,0
231,2020-01-11,2020,1,1,Nissan,Dayz,Hatchback,Petrol,Auto,Used,Colombo,1,4515719.39,1.21,4515719.39,0,0,34.0,16.0,131.27,0
4,2020-01-11,2020,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,8926008.12,2.43,8926008.12,0,0,34.0,29.0,128.39,0
56,2020-01-11,2020,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,6052424.88,1.74,6052424.88,0,0,32.0,24.0,139.52,0
354,2020-01-11,2020,1,1,Others,Mazda Demio,Hatchback,Petrol,Auto,Used,Colombo,1,5250019.69,0.33,5250019.69,0,0,19.0,12.0,139.63,0
221,2020-01-12,2020,1,1,Nissan,X-Trail,Suv,Hybrid,Auto,Used,Colombo,1,13894339.76,0.63,13894339.76,0,0,18.0,8.0,127.03,0
299,2020-01-12,2020,1,1,Perodua,Axia,Hatchback,Petrol,Auto,Used,Colombo,1,8716546.41,1.46,3607266.53,0,0,22.0,17.0,132.25,0
200,2020-01-12,2020,1,1,,,Hatchback,Hybrid,Auto,Used,Colombo,1,7790619.53,0.0,7790619.53,0,0,41.0,25.0,137.29,0
328,2020-01-12,2020,1,1,Mahindra,Kuv100,Crossover,Petrol,Manual,Used,Colombo,1,4270987.08,0.96,4270987.08,0,0,22.0,7.0,135.52,0
298,2020-01-12,2020,1,1,Perodua,Axia,Hatchback,Petrol,Auto,Used,Colombo,1,3834305.0,1.18,3834305.0,0,0,21.0,15.0,132.25,0
117,2020-01-12,2020,1,1,Honda,Grace,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,7232968.07,0.0,7232968.07,0,0,20.0,20.0,135.85,0
340,2020-01-12,2020,1,1,Others,Micro Panda,Hatchback,Petrol,Manual,Used,Colombo,1,3015679.02,0.0,3015679.02,0,0,20.0,13.0,139.77,0
157,2020-01-12,2020,1,1,Suzuki,Wagon R,Hatchback,Hybrid,Auto,Used,Colombo,1,6650841.89,1.67,6650841.89,0,0,36.0,27.0,127.73,0
311,2020-01-12,2020,1,1,Perodua,Bezza,Sedan,Petrol,Auto,Used,Colombo,1,4193247.93,2.39,4193247.93,0,0,16.0,8.0,133.62,0
93,2020-01-12,2020,1,1,Honda,Vezel,Crossover,Hybrid,Auto,Reconditioned,Colombo,1,12144925.39,1.75,12144925.39,0,0,22.0,23.0,130.19,0
8,2020-01-12,2020,1,1,Toyota,Prius,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,9238443.57,1.45,9238443.57,0,0,34.0,26.0,128.39,0
225,2020-01-12,2020,1,1,Nissan,X-Trail,Suv,Hybrid,Auto,Used,Colombo,1,13510581.3,0.83,13510581.3,0,0,19.0,8.0,127.03,0
222,2020-01-12,2020,1,1,Nissan,X-Trail,Suv,Hybrid,Auto,Used,Colombo,1,14527124.26,0.02,14527124.26,0,0,18.0,12.0,127.03,0
315,2020-01-12,2020,1,1,Perodua,Myvi,Hatchback,Petrol,Auto,Used,Colombo,1,4976686.86,0.05,4976686.86,0,0,31.0,14.0,141.51,0
154,2020-01-13,2020,1,1,Suzuki,Wagon R,Hatchback,Hybrid,Auto,Used,Colombo,1,6246779.15,1.2,6246779.15,0,0,34.0,24.0,127.73,0
33,2020-01-13,2020,1,1,Toyota,Axio,Sedan,Hybrid,Auto,Reconditioned,Colombo,1,8303593.97,0.0,8303593.97,0,0,46.0,31.0,128.55,0
323,2020-01-13,2020,1,1,Mahindra,Kuv100,Crossover,Petrol,Manual,Used,Colombo,1,4034918.41,1.57,4034918.41,0,0,23.0,6.0,135.52,0
339,2020-01-13,2020,1,1,Others,Micro Panda,Hatchback,Petrol,Manual,Used,Colombo,1,2995198.97,1.31,2995198.97,0,0,19.0,12.0,139.77,0
304,2020-01-13,2020,1,1,Perodua,Axia,Hatchback,Petrol,Auto,Used,Colombo,1,3632419.69,2.64,3632419.69,0,0,23.0,15.0,132.25,0
52,2020-01-13,2020,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,6546960.58,1.3,6546960.58,0,0,31.0,23.0,139.52,0
142,2020-01-13,2020,1,1,Honda,Fit,Hatchback,Hybrid,Auto,Used,Colombo,1,6962998.13,1.1,6962998.13,0,0,28.0,27.0,133.61,0
277,2020-01-13,2020,1,1,Mitsubishi,Lancer,Sedan,Petrol,Auto,Used,Colombo,1,6498566.97,3.11,6498566.97,0,0,18.0,13.0,138.48,0
68,2020-01-13,2020,1,1,Toyota,Yaris,Hatchback,Petrol,Auto,Used,Colombo,1,6338881.79,1.99,6338881.79,0,0,35.0,26.0,139.52,0
260,2020-01-13,2020,1,1,Hyundai,Grand I10,Hatchback,Petrol,Auto,Used,Colombo,1,5651480.6,0.81,5651480.6,0,0,34.0,15.0,127.37,0
258,2020-01-13,2020,1,1,Hyundai,Grand I10,Hatchback,Petrol,Auto,Used,Colombo,1,5504357.67,2.0,5504357.67,0,0,32.0,12.0,127.37,0
228,2020-01-13,2020,1,1,Nissan,X-Trail,Suv,Hybrid,Auto,Used,Colombo,1,14298972.64,1.01,14298972.64,0,0,19.0,9.0,127.03,0
216,2020-01-13,2020,1,1,Suzuki,Every,Van,Petrol,Auto,Used,Colombo,1,4760747.75,0.58,4760747.75,0,0,21.0,7.0,128.47,0
245,2020-01-13,2020,1,1,Nissan,Dayz,Hatchback,Petrol,Auto,Used,Colombo,1,4578932.77,0.11,4578932.77,0,0,36.0,17.0,131.27,0
132,2020-01-13,2020,1,1,Honda,Fit,Hatchback,Hybrid,Auto,Used,Colombo,1,7106647.31,1.48,7106647.31,0,0,28.0,24.0,133.61,0
352,2020-01-14,2020,1,1,Others,Mazda Demio,Hatchback,Petrol,Auto,Used,Colombo,1,5240656.06,0.0,5240656.06,0,0,20.0,10.0,139.63,0
